ID,Gene Symbol,Gene Title
1552862_at,RUSC1-AS1,RUSC1 antisense RNA 1
1552863_a_at,CACNG6,"calcium channel, voltage-dependent, gamma subunit 6"
1552865_a_at,LMNTD1,lamin tail domain containing 1
1552867_at,,
1552868_at,CIRBP-AS1,CIRBP antisense RNA 1
1552870_s_at,AXDND1,axonemal dynein light chain domain containing 1
1552872_at,ASMTL-AS1,ASMTL antisense RNA 1
1552873_s_at,ASMTL-AS1,ASMTL antisense RNA 1
1552875_a_at,CD200R1,CD200 receptor 1
1552876_at,LINC00334,long intergenic non-protein coding RNA 334
1552877_s_at,LINC00334,long intergenic non-protein coding RNA 334
1552878_at,ATOH7,atonal homolog 7 (Drosophila)
1552879_a_at,ATOH7,atonal homolog 7 (Drosophila)
1552880_at,SEC16B,SEC16 homolog B (S. cerevisiae)
1552882_a_at,AMER1,APC membrane recruitment protein 1
1552884_at,NKX6-3,NK6 homeobox 3
1552885_a_at,NKX6-3,NK6 homeobox 3
1552887_at,TBATA,"thymus, brain and testes associated"
1552889_a_at,EXOC3L2,exocyst complex component 3-like 2
1552890_a_at,CABP4,calcium binding protein 4
1552892_at,TNFRSF13C,"tumor necrosis factor receptor superfamily, member 13C"
1552893_at,CAMK2N2,calcium/calmodulin-dependent protein kinase II inhibitor 2
1552895_a_at,ANKRD30BP2,ankyrin repeat domain 30B pseudogene 2
1552897_a_at,KCNG3,"potassium voltage-gated channel, subfamily G, member 3"
1552898_a_at,KCNG3,"potassium voltage-gated channel, subfamily G, member 3"
1552899_at,LINC01312,long intergenic non-protein coding RNA 1312
1552900_a_at,LINC01312,long intergenic non-protein coding RNA 1312
1552902_a_at,FOXP2,forkhead box P2
1552903_at,B4GALNT2,"beta-1,4-N-acetyl-galactosaminyl transferase 2"
1552904_at,NETO1,neuropilin (NRP) and tolloid (TLL)-like 1
1552906_at,FMR1NB,fragile X mental retardation 1 neighbor
1552908_at,GCSAML,"germinal center-associated, signaling and motility-like"
1552910_at,SIGLEC11,sialic acid binding Ig-like lectin 11
1552911_at,SIGLEC11,sialic acid binding Ig-like lectin 11
1552912_a_at,IL23R,interleukin 23 receptor
1552913_at,MAGEB18,"melanoma antigen family B, 18"
1552914_a_at,CD276,CD276 molecule
1552915_at,IFNL2,"interferon, lambda 2"
1552917_at,IFNL1,"interferon, lambda 1"
1552919_at,C4orf36,chromosome 4 open reading frame 36
1552921_a_at,FIGNL1,fidgetin-like 1
1552922_at,RIMS1,regulating synaptic membrane exocytosis 1
1552923_a_at,PITPNM2,"phosphatidylinositol transfer protein, membrane-associated 2"
1552924_a_at,PITPNM2,"phosphatidylinositol transfer protein, membrane-associated 2"
1552925_at,PCDH10,protocadherin 10
1552927_at,TAB3,TGF-beta activated kinase 1/MAP3K7 binding protein 3
1552928_s_at,TAB3,TGF-beta activated kinase 1/MAP3K7 binding protein 3
1552929_at,GRK7,G protein-coupled receptor kinase 7
1552930_at,MMEL1,membrane metallo-endopeptidase-like 1
1552931_a_at,PDE8A,phosphodiesterase 8A
1552932_at,NLRP6,"NLR family, pyrin domain containing 6"
1552933_at,AKNAD1,AKNA domain containing 1
1552935_at,ZCCHC5,"zinc finger, CCHC domain containing 5"
1552937_s_at,ATRIP /// TREX1,ATR interacting protein /// three prime repair exonuclease 1
1552938_at,ZIC5,Zic family member 5
1552939_at,ANGPT1,angiopoietin 1
1552940_at,TEDDM1,transmembrane epididymal protein 1
1552942_at,LOC149373,uncharacterized LOC149373
1552943_at,GABRG1,"gamma-aminobutyric acid (GABA) A receptor, gamma 1"
1552944_a_at,PANX2,pannexin 2
1552946_at,ZNF114,zinc finger protein 114
1552947_x_at,ZNF114,zinc finger protein 114
1552948_at,CCDC27,coiled-coil domain containing 27
1552950_at,C15orf26,chromosome 15 open reading frame 26
1552952_at,LOC100652931 /// RBMY2FP,"RNA binding motif protein, Y-linked, family 1, member A1 pseudogene /// RNA binding motif protein, Y-linked, family 2, member F pseudogene"
1552953_a_at,NEUROD2,neuronal differentiation 2
1552954_at,C5orf17,chromosome 5 open reading frame 17
1552955_at,LINC00208,long intergenic non-protein coding RNA 208
1552957_at,DNAH6,"dynein, axonemal, heavy chain 6"
1552960_at,LRRC15,leucine rich repeat containing 15
1552961_at,,
1552964_at,TTC40,tetratricopeptide repeat domain 40
1552965_a_at,B3GNT7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7"
1552967_at,ZNF645,zinc finger protein 645
1552969_a_at,ZMYM6,"zinc finger, MYM-type 6"
1552970_s_at,ZMYM6,"zinc finger, MYM-type 6"
1552971_at,SGCZ,"sarcoglycan, zeta"
1552972_at,LOC100507431,uncharacterized LOC100507431
1552973_at,WNT9B,"wingless-type MMTV integration site family, member 9B"
1552974_at,,
1552975_x_at,,
1552976_at,,
1552977_a_at,CNPY3,canopy FGF signaling regulator 3
1552978_a_at,SCAMP1,secretory carrier membrane protein 1
1552979_at,LINC00471,long intergenic non-protein coding RNA 471
1552980_at,HAS3,hyaluronan synthase 3
1552982_a_at,FGF4,fibroblast growth factor 4
1552985_at,SLC30A8,"solute carrier family 30 (zinc transporter), member 8"
1552986_at,LOC142937,uncharacterized protein BC008131
1552987_a_at,LOC439933,uncharacterized LOC439933
1552988_at,C11orf65,chromosome 11 open reading frame 65
1552990_at,FAM71E2,"family with sequence similarity 71, member E2"
1552991_at,OR5P2,"olfactory receptor, family 5, subfamily P, member 2"
1552993_at,DYDC1,DPY30 domain containing 1
1552995_at,IL27,interleukin 27
1552997_a_at,IQCF1,IQ motif containing F1
1552998_at,DEFB125,"defensin, beta 125"
1552999_a_at,WFDC10B,WAP four-disulfide core domain 10B
1553002_at,DEFB105A /// DEFB105B,"defensin, beta 105A /// defensin, beta 105B"
1553003_at,PKHD1,polycystic kidney and hepatic disease 1 (autosomal recessive)
1553004_at,PKD1L1,polycystic kidney disease 1 like 1
1553006_at,GPR112,G protein-coupled receptor 112
1553007_a_at,TENM1,teneurin transmembrane protein 1
1553009_s_at,REXO1L1P,"REX1, RNA exonuclease 1 homolog (S. cerevisiae)-like 1, pseudogene"
1553011_at,TAF1L,"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 210kDa-like"
1553013_at,CNTNAP5,contactin associated protein-like 5
1553015_a_at,RECQL4,RecQ protein-like 4
1553016_at,GPR113,G protein-coupled receptor 113
1553019_at,TMC2,transmembrane channel-like 2
1553020_at,SMCR5,"Smith-Magenis syndrome chromosome region, candidate 5 (non-protein coding)"
1553021_s_at,BICD2,bicaudal D homolog 2 (Drosophila)
1553022_at,ZIM3,"zinc finger, imprinted 3"
1553023_a_at,NOX5,"NADPH oxidase, EF-hand calcium binding domain 5"
1553024_at,DAOA-AS1,DAOA antisense RNA 1
1553025_at,GPR126,G protein-coupled receptor 126
1553027_a_at,KLHL4,kelch-like family member 4
1553028_at,GPR156,G protein-coupled receptor 156
1553030_a_at,SUOX,sulfite oxidase
1553031_at,GPR115,G protein-coupled receptor 115
1553032_at,IL31RA,interleukin 31 receptor A
1553033_at,SYTL5,synaptotagmin-like 5
1553034_at,SDCCAG8,serologically defined colon cancer antigen 8
1553036_at,GPR111,G protein-coupled receptor 111
1553037_a_at,SYN2,synapsin II
1553039_a_at,ASB10,ankyrin repeat and SOCS box containing 10
1553041_at,HTR3C,"5-hydroxytryptamine (serotonin) receptor 3C, ionotropic"
1553042_a_at,NFKBID,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, delta"
1553043_a_at,CD300LF,CD300 molecule-like family member f
1553044_at,GJA10,"gap junction protein, alpha 10, 62kDa"
1553045_at,WNT9A,"wingless-type MMTV integration site family, member 9A"
1553046_s_at,GAL3ST2,galactose-3-O-sulfotransferase 2
1553047_at,PIP4K2B,"phosphatidylinositol-5-phosphate 4-kinase, type II, beta"
1553048_a_at,PIP4K2B,"phosphatidylinositol-5-phosphate 4-kinase, type II, beta"
1553051_s_at,ODF3,outer dense fiber of sperm tails 3
1553052_at,WFDC13,WAP four-disulfide core domain 13
1553053_at,LINC00521,long intergenic non-protein coding RNA 521
1553055_a_at,SLFN5,schlafen family member 5
1553057_at,SERPINB12,"serpin peptidase inhibitor, clade B (ovalbumin), member 12"
1553058_at,GIPC3,"GIPC PDZ domain containing family, member 3"
1553059_at,PGLYRP3,peptidoglycan recognition protein 3
1553060_at,PSKH2,protein serine kinase H2
1553061_at,OR6W1P,"olfactory receptor, family 6, subfamily W, member 1 pseudogene"
1553062_at,MOGAT1,monoacylglycerol O-acyltransferase 1
1553063_at,GPR78,G protein-coupled receptor 78
1553064_at,H1FOO,"H1 histone family, member O, oocyte-specific"
1553066_at,TAAR9,trace amine associated receptor 9 (gene/pseudogene)
1553067_a_at,GNRHR2,"gonadotropin-releasing hormone (type 2) receptor 2, pseudogene"
1553069_at,,
1553070_a_at,MYOZ3,myozenin 3
1553071_a_at,MYOZ3,myozenin 3
1553072_at,BNIPL,BCL2/adenovirus E1B 19kD interacting protein like
1553074_at,ASB11,"ankyrin repeat and SOCS box containing 11, E3 ubiquitin protein ligase"
1553075_a_at,OFCC1,orofacial cleft 1 candidate 1
1553076_at,OFCC1,orofacial cleft 1 candidate 1
1553077_at,SDR9C7,"short chain dehydrogenase/reductase family 9C, member 7"
1553078_at,OR5P3,"olfactory receptor, family 5, subfamily P, member 3"
1553079_at,TRIM40,tripartite motif containing 40
1553080_at,CSN1S2AP,"casein alpha s2-like A, pseudogene"
1553081_at,WFDC12,WAP four-disulfide core domain 12
1553082_at,CRYGN,"crystallin, gamma N"
1553083_at,,
1553084_at,STARD6,StAR-related lipid transfer (START) domain containing 6
1553086_at,C11orf40,chromosome 11 open reading frame 40
1553087_at,C18orf12,chromosome 18 open reading frame 12
1553088_a_at,BCL2L11,BCL2-like 11 (apoptosis facilitator)
1553089_a_at,WFDC2,WAP four-disulfide core domain 2
1553093_a_at,DEFB119,"defensin, beta 119"
1553094_at,FLJ45513 /// TAC4,uncharacterized LOC729220 /// tachykinin 4 (hemokinin)
1553096_s_at,BCL2L11,BCL2-like 11 (apoptosis facilitator)
1553099_at,TIGD1,tigger transposable element derived 1
1553101_a_at,ALKBH5,"alkB, alkylation repair homolog 5 (E. coli)"
1553102_a_at,CCDC69,coiled-coil domain containing 69
1553103_at,NFX1,"nuclear transcription factor, X-box binding 1"
1553105_s_at,DSG2,desmoglein 2
1553106_at,C5orf24,chromosome 5 open reading frame 24
1553107_s_at,C5orf24,chromosome 5 open reading frame 24
1553108_at,C5orf24,chromosome 5 open reading frame 24
1553111_a_at,KBTBD6,kelch repeat and BTB (POZ) domain containing 6
1553112_s_at,CDK8,cyclin-dependent kinase 8
1553113_s_at,CDK8,cyclin-dependent kinase 8
1553114_a_at,PTK6,protein tyrosine kinase 6
1553115_at,NKD1,naked cuticle homolog 1 (Drosophila)
1553117_a_at,STK38,serine/threonine kinase 38
1553118_at,THEM4,thioesterase superfamily member 4
1553120_at,CLSPN,claspin
1553122_s_at,RBAK,RB-associated KRAB zinc finger
1553123_at,WDR62,WD repeat domain 62
1553125_x_at,WDR62,WD repeat domain 62
1553126_a_at,SLC39A12,"solute carrier family 39 (zinc transporter), member 12"
1553127_a_at,RNF168,"ring finger protein 168, E3 ubiquitin protein ligase"
1553129_at,SVEP1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"
1553130_at,LOC652276,potassium channel tetramerization domain containing 5 pseudogene
1553131_a_at,GATA4,GATA binding protein 4
1553132_a_at,TC2N,"tandem C2 domains, nuclear"
1553133_at,C9orf72,chromosome 9 open reading frame 72
1553134_s_at,C9orf72,chromosome 9 open reading frame 72
1553136_at,KCTD18,potassium channel tetramerization domain containing 18
1553137_s_at,KLF11,Kruppel-like factor 11
1553138_a_at,ANKLE1,ankyrin repeat and LEM domain containing 1
1553139_s_at,PLXNA3,plexin A3
1553140_at,PELO,pelota homolog (Drosophila)
1553141_at,LACC1,laccase (multicopper oxidoreductase) domain containing 1
1553142_at,LACC1,laccase (multicopper oxidoreductase) domain containing 1
1553145_at,TAPT1-AS1,TAPT1 antisense RNA 1 (head to head)
1553146_at,C3orf30,chromosome 3 open reading frame 30
1553147_at,RANBP3L,RAN binding protein 3-like
1553148_a_at,SNX13,sorting nexin 13
1553150_at,KDM1B,lysine (K)-specific demethylase 1B
1553151_at,ATP6V0D2,"ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d2"
1553153_at,ATP6V0D2,"ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d2"
1553155_x_at,ATP6V0D2,"ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d2"
1553156_at,LHX4,LIM homeobox 4
1553157_at,LHX4,LIM homeobox 4
1553158_at,CEP19,centrosomal protein 19kDa
1553159_at,DNAH11,"dynein, axonemal, heavy chain 11"
1553162_x_at,PROSER3,proline and serine rich 3
1553163_at,ADPRHL1,ADP-ribosylhydrolase like 1
1553165_at,SYNRG,"synergin, gamma"
1553166_at,CDH24,"cadherin 24, type 2"
1553167_a_at,SEPSECS,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
1553168_at,GRIK5,"glutamate receptor, ionotropic, kainate 5"
1553169_at,LRRN4,leucine rich repeat neuronal 4
1553171_x_at,LRRN4,leucine rich repeat neuronal 4
1553172_at,ZNF777,zinc finger protein 777
1553174_at,JPH2,junctophilin 2
1553175_s_at,PDE5A,"phosphodiesterase 5A, cGMP-specific"
1553176_at,SH2D1B,SH2 domain containing 1B
1553177_at,SH2D1B,SH2 domain containing 1B
1553178_a_at,SSTR3,somatostatin receptor 3
1553179_at,ADAMTS19,"ADAM metallopeptidase with thrombospondin type 1 motif, 19"
1553180_at,ADAMTS19,"ADAM metallopeptidase with thrombospondin type 1 motif, 19"
1553181_at,DDX31,DEAD (Asp-Glu-Ala-Asp) box polypeptide 31
1553183_at,UMODL1,uromodulin-like 1
1553185_at,RASEF,RAS and EF-hand domain containing
1553186_x_at,RASEF,RAS and EF-hand domain containing
1553188_s_at,PARD3B,par-3 family cell polarity regulator beta
1553190_s_at,PARD3B,par-3 family cell polarity regulator beta
1553191_at,DST,dystonin
1553192_at,ZNF441,zinc finger protein 441
1553193_at,ZNF441,zinc finger protein 441
1553194_at,NEGR1,neuronal growth regulator 1
1553196_a_at,FCRL3,Fc receptor-like 3
1553197_at,DCAF4L2,DDB1 and CUL4 associated factor 4-like 2
1553199_at,DCAF4L2,DDB1 and CUL4 associated factor 4-like 2
1553202_at,STOX1,storkhead box 1
1553204_at,C20orf166-AS1,C20orf166 antisense RNA 1
1553205_at,C20orf166-AS1,C20orf166 antisense RNA 1
1553207_at,ARL10,ADP-ribosylation factor-like 10
1553208_s_at,,
1553209_at,RNFT2,"ring finger protein, transmembrane 2"
1553211_at,ANKFN1,ankyrin-repeat and fibronectin type III domain containing 1
1553212_at,KRT78,keratin 78
1553213_a_at,KRT78,keratin 78
1553214_a_at,CCDC7,coiled-coil domain containing 7
1553215_s_at,CCDC7,coiled-coil domain containing 7
1553216_at,ZNF41,zinc finger protein 41
1553217_s_at,ZNF41,zinc finger protein 41
1553218_a_at,ZNF512,zinc finger protein 512
1553219_a_at,AMMECR1,"Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1"
1553220_at,FAM117B,"family with sequence similarity 117, member B"
1553221_at,ZNF583,zinc finger protein 583
1553222_at,OXER1,oxoeicosanoid (OXE) receptor 1
1553224_at,LUZP1,leucine zipper protein 1
1553225_s_at,ZNF75D,zinc finger protein 75D
1553226_at,LINC00052,long intergenic non-protein coding RNA 52
1553227_s_at,BRWD1,bromodomain and WD repeat domain containing 1
1553228_at,CCDC89,coiled-coil domain containing 89
1553229_at,ZNF572,zinc finger protein 572
1553232_at,RMDN2,regulator of microtubule dynamics 2
1553234_at,ADAMTS18,"ADAM metallopeptidase with thrombospondin type 1 motif, 18"
1553235_at,PCDHAC1,"protocadherin alpha subfamily C, 1"
1553237_x_at,PCDHAC1,"protocadherin alpha subfamily C, 1"
1553238_a_at,HIPK4,homeodomain interacting protein kinase 4
1553239_at,FAM124A,family with sequence similarity 124A
1553241_at,NKAIN3,Na+/K+ transporting ATPase interacting 3
1553243_at,ITIH5,"inter-alpha-trypsin inhibitor heavy chain family, member 5"
1553244_at,FANCB,"Fanconi anemia, complementation group B"
1553246_a_at,POMK,protein-O-mannose kinase
1553247_a_at,ZNF709,zinc finger protein 709
1553248_at,CCDC57,coiled-coil domain containing 57
1553249_at,SMC1B,structural maintenance of chromosomes 1B
1553252_a_at,BRWD3,bromodomain and WD repeat domain containing 3
1553253_at,ASB16,ankyrin repeat and SOCS box containing 16
1553254_at,MAGEE2,"melanoma antigen family E, 2"
1553255_at,ERVV-1,"endogenous retrovirus group V, member 1"
1553257_at,GAL3ST3,galactose-3-O-sulfotransferase 3
1553258_at,FLJ30679,uncharacterized protein FLJ30679
1553260_s_at,ALS2CR11,"amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 11"
1553261_x_at,ALS2CR11,"amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 11"
1553262_a_at,UTS2R,urotensin 2 receptor
1553263_at,USH1G,Usher syndrome 1G (autosomal recessive)
1553264_a_at,SYN1,synapsin I
1553265_at,SLC23A3,"solute carrier family 23, member 3"
1553266_at,CNOT6L,"CCR4-NOT transcription complex, subunit 6-like"
1553267_a_at,CNOT6L,"CCR4-NOT transcription complex, subunit 6-like"
1553268_at,RHBDL3,"rhomboid, veinlet-like 3 (Drosophila)"
1553269_at,ZNF718,zinc finger protein 718
1553271_at,DIP2B,DIP2 disco-interacting protein 2 homolog B (Drosophila)
1553272_at,SLC36A1,"solute carrier family 36 (proton/amino acid symporter), member 1"
1553274_a_at,SNRNP48,small nuclear ribonucleoprotein 48kDa (U11/U12)
1553275_s_at,,
1553276_at,ZNF560,zinc finger protein 560
1553277_at,RTTN,rotatin
1553279_at,BTNL9,butyrophilin-like 9
1553280_at,PUS10,pseudouridylate synthase 10
1553281_at,PLCXD2,"phosphatidylinositol-specific phospholipase C, X domain containing 2"
1553282_at,C21orf128,chromosome 21 open reading frame 128
1553284_s_at,LMLN,leishmanolysin-like (metallopeptidase M8 family)
1553285_s_at,RAD9B,RAD9 homolog B (S. pombe)
1553286_at,ZNF555,zinc finger protein 555
1553288_a_at,NYAP1,neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 1
1553292_s_at,SGK494,uncharacterized serine/threonine-protein kinase SgK494
1553293_at,MRGPRX3,"MAS-related GPR, member X3"
1553295_at,ABCA13,"ATP-binding cassette, sub-family A (ABC1), member 13"
1553296_at,GPR128,G protein-coupled receptor 128
1553297_a_at,CSF3R,colony stimulating factor 3 receptor (granulocyte)
1553298_at,C17orf77,chromosome 17 open reading frame 77
1553299_at,DUSP5P1,dual specificity phosphatase 5 pseudogene 1
1553300_a_at,DGKH,"diacylglycerol kinase, eta"
1553301_a_at,TMEM182,transmembrane protein 182
1553303_at,C16orf46,chromosome 16 open reading frame 46
1553304_at,LSM14B,"LSM14B, SCD6 homolog B (S. cerevisiae)"
1553306_at,CASP8,"caspase 8, apoptosis-related cysteine peptidase"
1553310_at,PLB1,phospholipase B1
1553311_at,C20orf197,chromosome 20 open reading frame 197
1553313_s_at,SLC5A3,"solute carrier family 5 (sodium/myo-inositol cotransporter), member 3"
1553314_a_at,KIF19,kinesin family member 19
1553315_at,SLFNL1,schlafen-like 1
1553316_at,GPR82,G protein-coupled receptor 82
1553317_s_at,GPR82,G protein-coupled receptor 82
1553318_at,RIBC1,RIB43A domain with coiled-coils 1
1553319_at,OXGR1,oxoglutarate (alpha-ketoglutarate) receptor 1
1553320_s_at,CDC14C,cell division cycle 14C
1553321_a_at,SULT1C4,"sulfotransferase family, cytosolic, 1C, member 4"
1553322_s_at,TEAD1,TEA domain family member 1 (SV40 transcriptional enhancer factor)
1553323_a_at,CATSPER2 /// CATSPER2P1 /// LOC101930343,"cation channel, sperm associated 2 /// cation channel, sperm associated 2 pseudogene 1 /// uncharacterized LOC101930343"
1553325_at,POU5F2,"POU domain class 5, transcription factor 2"
1553326_at,RXFP2,relaxin/insulin-like family peptide receptor 2
1553327_a_at,BEND7,BEN domain containing 7
1553328_a_at,SLC18A2,"solute carrier family 18 (vesicular monoamine transporter), member 2"
